ð,ji,西/锡
ð,jɪ,西/锡
ð,ɔ,索
ð,o,索
ð,əʊ,索
ð,oʊ,索
ð,u,苏
ð,ʊ,苏
ð,ju,休
ð,jʊ,休
ð,aɪ,赛
ð,aʊ,绍
ð,æn,桑
ð,an,桑
ð,ʌn,桑
ð,æŋ,桑
ð,ɑn,桑
ð,ʌŋ,桑
ð,aʊn,桑
ð,ɔn,桑
ð,ɔŋ,桑
ð,ən,森
ð,əŋ,森
ð,ɛn,森
ð,ɛŋ,森
ð,ɪn,辛
ð,in,辛
ð,ɪən,辛
ð,jən,辛
ð,ɪŋ,辛
ð,iŋ,辛
ð,un,孙
ð,oʊn,孙
ð,uŋ,松
θ,none,斯
θ,æ,萨
θ,ɑ,萨
θ,ʌ,萨
θ,ɛ,塞
θ,eɪ,塞
θ,ə,瑟
θ,i,西/锡
θ,ɪ,西/锡
θ,ji,西/锡
θ,jɪ,西/锡
θ,ɔ,索
θ,o,索
θ,əʊ,索
θ,oʊ,索
θ,u,苏
θ,ʊ,苏
θ,ju,休
θ,jʊ,休
θ,aɪ,赛
θ,aʊ,绍
θ,æn,桑
θ,an,桑
θ,ʌn,桑
θ,æŋ,桑
θ,ɑn,桑
θ,ʌŋ,桑
θ,aʊn,桑
θ,ɔn,桑
θ,ɔŋ,桑
θ,ən,森
θ,əŋ,森
θ,ɛn,森
θ,ɛŋ,森
θ,ɪn,辛
θ,in,辛
θ,ɪən,辛
θ,jən,辛
θ,ɪŋ,辛
θ,iŋ,辛
θ,un,孙
θ,oʊn,孙
θ,uŋ,松
ʒ,none,日
ʒ,ə,热
ʒ,ɔ,若
ʒ,o,若
ʒ,əʊ,若
ʒ,oʊ,若
ʒ,u,茹
ʒ,ʊ,茹
ʒ,ən,任
ʒ,əŋ,任
ʒ,ɛn,任
ʒ,ɛŋ,任
ʃ,none,什
ʃ,æ,沙
ʃ,ɑ,沙
ʃ,ʌ,沙
ʃ,ɛ,谢
ʃ,eɪ,谢
ʃ,ə,舍
ʃ,i,希
ʃ,ɪ,希
ʃ,ji,希
ʃ,jɪ,希
ʃ,ɔ,肖
ʃ,o,肖
ʃ,əʊ,肖
ʃ,oʊ,肖
ʃ,u,舒
ʃ,ʊ,舒
ʃ,ju,休
ʃ,jʊ,休
ʃ,aɪ,夏
ʃ,aʊ,绍
ʃ,æn,尚
ʃ,an,尚
ʃ,ʌn,尚
ʃ,æŋ,尚
ʃ,ɑn,尚
ʃ,ʌŋ,尚
ʃ,aʊn,尚
ʃ,ɔn,尚
ʃ,ɔŋ,尚
ʃ,ən,申
ʃ,əŋ,申
ʃ,ɛn,申
ʃ,ɛŋ,申
ʃ,ɪn,欣
ʃ,in,欣
ʃ,ɪən,欣
ʃ,jən,欣
ʃ,ɪŋ,兴
ʃ,iŋ,兴
ʃ,un,顺
ʃ,oʊn,顺
ʃ,uŋ,雄
ʤ,none,季
ʤ,æ,贾
ʤ,ɑ,贾
ʤ,ʌ,贾
ʤ,ɛ,杰
ʤ,eɪ,杰
ʤ,ə,哲
ʤ,i,吉
ʤ,ɪ,吉
ʤ,ji,吉
ʤ,jɪ,吉
ʤ,ɔ,乔
ʤ,o,乔
ʤ,əʊ,乔
ʤ,oʊ,乔
ʤ,u,朱
ʤ,ʊ,朱
ʤ,ju,久
ʤ,jʊ,久
ʤ,aɪ,贾
ʤ,aʊ,焦
ʤ,æn,詹
ʤ,an,詹
ʤ,ʌn,詹
ʤ,æŋ,詹
ʤ,ɑn,章
ʤ,ʌŋ,章
ʤ,aʊn,章
ʤ,ɔn,章
ʤ,ɔŋ,章
ʤ,ən,真
ʤ,əŋ,真
ʤ,ɛn,真
ʤ,ɛŋ,真
ʤ,ɪn,金
ʤ,in,金
ʤ,ɪən,金
ʤ,jən,金
ʤ,ɪŋ,京
ʤ,iŋ,京
ʤ,un,准
ʤ,oʊn,准
ʤ,uŋ,琼
ʧ,none,奇
ʧ,æ,查
ʧ,ɑ,查
ʧ,ʌ,查
ʧ,ɛ,切
ʧ,eɪ,切
ʧ,ə,彻
ʧ,i,奇
ʧ,ɪ,奇
ʧ,ji,奇
ʧ,jɪ,奇
ʧ,ɔ,乔
ʧ,o,乔
ʧ,əʊ,乔
ʧ,oʊ,乔
ʧ,u,楚
ʧ,ʊ,楚
ʧ,ju,丘
ʧ,jʊ,丘
ʧ,aɪ,柴
ʧ,aʊ,乔
ʧ,æn,钱
ʧ,an,钱
ʧ,ʌn,钱
ʧ,æŋ,钱
ʧ,ɑn,昌
ʧ,ʌŋ,昌
ʧ,aʊn,昌
ʧ,ɔn,昌
ʧ,ɔŋ,昌
ʧ,ən,琴
ʧ,əŋ,琴
ʧ,ɛn,琴
ʧ,ɛŋ,琴
ʧ,ɪn,钦
ʧ,in,钦
ʧ,ɪən,钦
ʧ,jən,钦
ʧ,ɪŋ,青
ʧ,iŋ,青
ʧ,un,春
ʧ,oʊn,春
ʧ,uŋ,琼
h,none,赫
h,æ,哈
h,ɑ,哈
h,ʌ,哈
h,ɛ,赫/黑
h,eɪ,赫/黑
h,ə,赫
h,i,希
h,ɪ,希
h,ji,希
h,jɪ,希
h,ɔ,霍
h,o,霍
h,əʊ,霍
h,oʊ,霍
h,u,胡
h,ʊ,胡
h,ju,休
h,jʊ,休
h,aɪ,海/亥
h,aʊ,豪
h,æn,汉
h,an,汉
h,ʌn,汉
h,æŋ,汉
h,ɑn,杭
h,ʌŋ,杭
h,aʊn,杭
h,ɔn,杭
h,ɔŋ,杭
h,ən,亨
h,əŋ,亨
h,ɛn,亨
h,ɛŋ,亨
h,ɪn,欣
h,in,欣
h,ɪən,欣
h,jən,欣
h,ɪŋ,兴
h,iŋ,兴
h,un,洪
h,oʊn,洪
h,uŋ,洪
m,none,姆
m,æ,马
m,ɑ,马
m,ʌ,马
m,ɛ,梅
m,eɪ,梅
m,ə,默
m,i,米
m,ɪ,米
m,ji,米
m,jɪ,米
m,ɔ,莫
m,o,莫
m,əʊ,莫
m,oʊ,莫
m,u,穆
m,ʊ,穆
m,ju,缪
m,jʊ,缪
m,aɪ,迈
m,aʊ,毛
m,æn,曼
m,an,曼
m,ʌn,曼
m,æŋ,曼
m,ɑn,芒
m,ʌŋ,芒
m,aʊn,芒
m,ɔn,芒
m,ɔŋ,芒
m,ən,门
m,əŋ,门
m,ɛn,门
m,ɛŋ,门
m,ɪn,明
m,in,明
m,ɪən,明
m,jən,明
m,ɪŋ,明
m,iŋ,明
m,un,蒙
m,oʊn,蒙
m,uŋ,蒙
n,none,恩
n,æ,纳
n,ɑ,纳
n,ʌ,纳
n,ɛ,内
n,eɪ,内
n,ə,纳
n,i,尼
n,ɪ,尼
n,ji,尼
n,jɪ,尼
n,ɔ,诺
n,o,诺
n,əʊ,诺
n,oʊ,诺
n,u,努
n,ʊ,努
n,ju,纽
n,jʊ,纽
n,aɪ,奈
n,aʊ,瑙
n,æn,南/楠
n,an,南/楠
n,ʌn,南/楠
n,æŋ,南/楠
n,ɑn,南/楠
n,ʌŋ,南/楠
n,aʊn,南/楠
n,ɔn,南/楠
n,ɔŋ,南/楠
n,ən,嫩
n,əŋ,嫩
n,ɛn,嫩
n,ɛŋ,嫩
n,ɪn,宁
n,in,宁
n,ɪən,宁
n,jən,宁
n,ɪŋ,宁
n,iŋ,宁
n,un,嫩
n,oʊn,嫩
n,uŋ,农
l,none,尔
l,æ,拉
l,ɑ,拉
l,ʌ,拉
l,ɛ,莱
l,eɪ,莱
l,ə,勒
l,i,利
l,ɪ,利
l,ji,利
l,jɪ,利
l,ɔ,洛
l,o,洛
l,əʊ,洛
l,oʊ,洛
l,u,卢
l,ʊ,卢
l,ju,柳
l,jʊ,柳
l,aɪ,莱
l,aʊ,劳
l,æn,兰
l,an,兰
l,ʌn,兰
l,æŋ,兰
l,ɑn,朗
l,ʌŋ,朗
l,aʊn,朗
l,ɔn,朗
l,ɔŋ,朗
l,ən,伦
l,əŋ,伦
l,ɛn,伦
l,ɛŋ,伦
l,ɪn,林
l,in,林
l,ɪən,林
l,jən,林
l,ɪŋ,灵
l,iŋ,灵
l,un,伦
l,oʊn,伦
l,uŋ,隆
r,none,尔
r,æ,拉
r,ɑ,拉
r,ʌ,拉
r,ɛ,雷
r,eɪ,雷
r,ə,勒
r,i,里
r,ɪ,里
r,ji,里
r,jɪ,里
r,ɔ,罗
r,o,罗
r,əʊ,罗
r,oʊ,罗
r,u,鲁
r,ʊ,鲁
r,ju,留
r,jʊ,留
r,aɪ,赖
r,aʊ,劳
r,æn,兰
r,an,兰
r,ʌn,兰
r,æŋ,兰
r,ɑn,朗
r,ʌŋ,朗
r,aʊn,朗
r,ɔn,朗
r,ɔŋ,朗
r,ən,伦
r,əŋ,伦
r,ɛn,伦
r,ɛŋ,伦
r,ɪn,林
r,in,林
r,ɪən,林
r,jən,林
r,ɪŋ,灵
r,iŋ,灵
r,un,伦
r,oʊn,伦
r,uŋ,龙
j,none,伊
j,æ,亚
j,ɑ,亚
j,ʌ,亚
j,ɛ,耶
j,eɪ,耶
j,ə,耶
j,i,伊
j,ɪ,伊
j,ji,伊
j,jɪ,伊
j,ɔ,约
j,o,约
j,əʊ,约
j,oʊ,约
j,u,尤
j,ʊ,尤
j,aɪ,耶
j,aʊ,尧
j,æn,扬
j,an,扬
j,ʌn,扬
j,æŋ,扬
j,ɑn,扬
j,ʌŋ,扬
j,aʊn,扬
j,ɔn,扬
j,ɔŋ,扬
j,ən,因
j,əŋ,因
j,ɛn,因
j,ɛŋ,因
j,ɪŋ,英
j,iŋ,英
j,un,云
j,oʊn,云
j,uŋ,永
gw,æ,瓜
gw,ɑ,瓜
gw,ʌ,瓜
gw,ɛ,圭
gw,eɪ,圭
gw,ə,果
gw,i,圭
gw,ɪ,圭
gw,ji,圭
gw,jɪ,圭
gw,ɔ,果
gw,o,果
gw,əʊ,果
gw,oʊ,果
gw,aɪ,瓜伊
gw,æn,关
gw,an,关
gw,ʌn,关
gw,æŋ,关
gw,ɑn,光
gw,ʌŋ,光
gw,aʊn,光
gw,ɔn,光
gw,ɔŋ,光
gw,ən,古恩
gw,əŋ,古恩
gw,ɛn,古恩
gw,ɛŋ,古恩
gw,ɪn,古因
gw,in,古因
gw,ɪən,古因
gw,jən,古因
gw,ɪŋ,古英
gw,iŋ,古英
kw,æ,夸
kw,ɑ,夸
kw,ʌ,夸
kw,ɛ,奎
kw,eɪ,奎
kw,ə,阔
kw,i,奎
kw,ɪ,奎
kw,ji,奎
kw,jɪ,奎
kw,ɔ,阔
kw,o,阔
kw,əʊ,阔
kw,oʊ,阔
kw,u,库
kw,ʊ,库
kw,aɪ,夸
kw,aʊ,阔
kw,æn,宽
kw,an,宽
kw,ʌn,宽
kw,æŋ,宽
kw,ɑn,匡
kw,ʌŋ,匡
kw,aʊn,匡
kw,ɔn,匡
kw,ɔŋ,匡
kw,ən,昆
kw,əŋ,昆
kw,ɛn,昆
kw,ɛŋ,昆
kw,ɪn,昆
kw,in,昆
kw,ɪən,昆
kw,jən,昆
hw,æ,华
hw,ɑ,华
hw,ʌ,华
hw,ɛ,惠
hw,eɪ,惠
hw,ə,霍
hw,i,惠
hw,ɪ,惠
hw,ji,惠
hw,jɪ,惠
hw,ɔ,霍
hw,o,霍
hw,əʊ,霍
hw,oʊ,霍
hw,aɪ,怀
hw,æn,环
hw,an,环
hw,ʌn,环
hw,æŋ,环
hw,ɑn,黄
hw,ʌŋ,黄
hw,aʊn,黄
hw,ɔn,黄
hw,ɔŋ,黄
hw,uŋ,洪
